created_at,full_text,full_text_english
Fri Mar 08 05:08:09 +0000 2024,"@gm_gm Betul pak. Tapi yang parah yg teriak curang paling kenceng, tapi ternyata paling curang. Paling kalah pulak.. Temuan Lembaga Survei Indikator: PKB dan PDIP Paling Banyak Lakukan Serangan Fajar di Pemilu 2024 https://t.co/09ZoEpZkKG","@gm_gm right sir.But the severe one shouted cheating the most fast, but it turned out to be the most cheating.Most Lose Pulak .. Findings of Survey Institutions Indicators: PKB and PDIP Most Dawn attacks in the 2024 election https://t.co/09zoepzkkg"
Fri Mar 08 04:46:24 +0000 2024,"Pemilu 2024 Paling Curang, Mahfud MD: Pemerintah Pakai Politik Gentong Babi dan Kerah https://t.co/UZ9Gnmgwse","The Most Cheating 2024 Election, Mahfud MD: The Government Use Politics of Gentong Pigs and Collections Https://t.co/uz9gnmgwse"
Fri Mar 08 04:20:47 +0000 2024,"@Dahnilanzar @prabowo Secara hasil, iya prabowo klo fix jd presiden 2024 pemilu terbaik .,, tapi pasti gak bisa klaim pemilu paling, jujur, adil, tanpa curang, tanpa dosa ... dunia cuman sementara nil @Dahnilanzar jangan lupa tobat sebelum ajal","@Dahnilanizar @prabowo results, yes prabowo if fixed the best 2024 presidential election. ,, but surely can't claim the most election, honest, fair, without cheating, without sin ... the world is only while nile @dahnilanzar don't forget to repent before dying"
Fri Mar 08 04:10:37 +0000 2024,"@mohmahfudmd Bukankah jika pemilu 2024 bermasalah mulai dari keputusan MK, KPU yg disertai dengan berbagai macam kecurangan, penggelembungan suara pada paslon tertentu serta cara2 curang lainnya akan berujung penghukuman terhadap lembaga dan paslon yg melakukan kejahatan tersebut Prof?","@mohmahfudmd Is not if the 2024 election is problematic starting from the Constitutional Court's decision, the KPU which is accompanied by a variety of fraud, votes in certain pairs and other cheating methods will lead to punishment of the institution and paslon who committed the crime?"
Fri Mar 08 03:54:00 +0000 2024,"Mahfud MD Tak Puas dengan Hasil Pilpres 2024, Sebut Pemilu Paling Curang #MahmudMD #Pilpres2024 #pemilucurang https://t.co/HnEzCKFTKi","Mahfud MD is not satisfied with the results of the 2024 presidential election, say the most cheating election #mahmudmd #Pilpres2024 #pemilucurang https://t.co/hnezckftki"
Fri Mar 08 03:11:00 +0000 2024,"@Dahnilanzar @prabowo Pemilu terbaik karena kubunya menang...2014, 2019 teriak curang tapi gak da bukti. Tapi ini 2024 banyak bukti terpampang nyata trs dbilang terbaik. Manusia culaasss secepatnya Allah akan perlihatkan semuanya. https://t.co/bF9x0lNRmG","@Dahnilanzar @prabowo the best elections because the camp wins ... 2014, 2019 shouted cheating but not evidence.But this is 2024 a lot of evidence is clearly the best.Human culaasss as soon as God will show everything.https://t.co/bf9x0lnrmg"
Fri Mar 08 02:39:39 +0000 2024,@KPU_ID Tetap saja suara 03 bisa dicirangi oleh KPU dan itu sudah membuktikan bhw KPU sudah dibayar oleh Wiwi. Selama 1999 tidak pernah ada Pemilu yg paling curang dan menyakitkan dari 2024. KPU sebaiknya dibubarkan bersama Bawaslu,@Kpu_id still votes 03 can be circulated by the KPU and that has proven that the KPU has been paid by Wiwi.During 1999 there had never been the most cheating and painful elections from 2024. KPU should be dissolved with Bawaslu
Fri Mar 08 02:17:14 +0000 2024,"Publik inginkan Sirekap diaudit&amp DPR segera bentuk hak angket usut pemilu curang. Kcurangan pemilu harus diusut,jk tdk diusut maka pemilu 2024 tdk punya legitimasi. Berbahaya &amp merugikan bagi kehidupan bernegara jk terpilihnya presiden dr pemilu curang, memalukan&amp memuakkan.","The public wants a Sirekap to be audited & the DPR will immediately form a cheating election.Election reduction must be investigated, if not investigated, the 2024 election has no legitimacy.Dangerous & AMP is detrimental to the life of the State of JK, the election of the president of the election is cheating, embarrassing & amp sickening."
Fri Mar 08 02:06:20 +0000 2024,"@taufik_q @Badruzz76394141 Barangkali karena bisa menang dengan cara curang, terus mau diulang. Pake tangan @KPU_ID dan @bawaslu_RI lakukan kecurangan, baik melalui sistim IT maupun pembiaran. Pemilu 2024 paling amburadul dan parah","@taufik_q @badruzz76394141 perhaps because it can win by cheating, then want to be repeated.Using the hands @kpu_id and @bawaslu_ri committed cheating, both through the IT system or omission.The most chaotic and severe elections"
Fri Mar 08 01:06:13 +0000 2024,@DokterTifa Setelah pemilu 2024 ini saya serta keluarga menyatakan gilput d pemilu yg akan dtg..alasannya pemilu2 yg akan dtg akan mencontoh kecurang dari pemilu2 yg telah berlalu..bahwa klo kita curang toh gak bisa d buktikan di pengadilan jdi org bebas curang dan aman demi meraih kemngan.,@Doctiftifa after this 2024 election I and my family declared gilput in the elections that will be ... the reasons for the elections that will be imitated in a fraudulent elections that have passed ... that if we cheat it can not prove in the court so it is free to cheat and safeFor the sake of achieving the Ministry.
Thu Mar 07 23:50:07 +0000 2024,"Tanya,apakah 1300 team hukum 01 sdh di turunkan? melawan curang pemilu 2024? jika sdh turun,di turunkan dmn? turunkan sj di KPU pusat,segel kantornya krn sdh banyak bukti kecurangan. Jangan kedahuluan KPU mengumumkan pemenangnya 02. Jika 01 gugat ke MK? jelaslah 02 yg menang. https://t.co/bjQeIYyWK1","Ask, are the 1300 Legal Team 01 have been sent down?against the cheating of the 2024 elections?If you have come down, DMN is lowering?Lower SJ in the Central KPU, the office seal because there is a lot of evidence of fraud.Don't let the KPU announce the winner 02. If 01 is sued to the Court?clear 02 who wins.https://t.co/bjqiiyywk1"
Thu Mar 07 22:42:45 +0000 2024,"Bongkar semua kecurangan Pemilu 2024, jgn terulang kembali kecurangan pemilu 2014 dan 2019 ..sdh cukup kemenangan yg diraih dgn cara curang utk dihentikan dan dikuburkan di Indonesia ini","Unloading all the 2024 election fraud, don't repeat the 2014 and 2019 election fraud."
Thu Mar 07 21:26:21 +0000 2024,"Jangan lupa. Hari ini Jum_at, 08-02-2024, aksi ratusan ribu massa Priangan Timur di DPRD Kota Tasikmalaya. Jam 13.00. Rakyat terus bergerak setiap hari di berbagai daerah. Tolak pemilu curang &amp tegakkan hukum dan demokrasi.. Slmt berjuang. Allah SWT bersama kalian. Aamiin. https://t.co/TXFquYnb7r","Do not forget.Today Friday, 08-02-2024, the action of hundreds of thousands of East Priangan masses in the Tasikmalaya City DPRD.At 13.00.People continue to move every day in various regions.Reject Cheating Elections & AMP Enforce the Law and Democracy ... SLMT is struggling.Allah SWT with you.Amen.https://t.co/txfquynb7r"
Thu Mar 07 16:14:05 +0000 2024,@KompasTV Saya sependapat dengan @Pak_JK. Saya ikut Pemilu sejak 1971 sampai skrng sudah 13x Pemilu dan Pemilu 2024 ini terburuk.. curang brutal. Rambu2 ditrabas demi kepentingan dinasti dan kelompoknya...rusak demokrasi dan tatanan kehidupan berbangsa.,@Kompastv I agree with @pak_jk.I participated in the election since 1971 until now I have been the worst elections and 2024 elections.Signs are crashed in the interests of dynasties and their groups ... Damaged democracy and the order of national life.
Thu Mar 07 15:33:12 +0000 2024,"@mapedos01 @suyadi_ms SGT SETUJU PASLON NO 2 DIDISKUALIFIKASI DARI KEPESERTAAN PEMILU PILPRES 2024. BERANGKAT DARI AWAL SDH MELAKUKAN TINDAKAN2 YG SGT JAUH DARI KEBENARAN DAN KEADILAN (CURANG PARAH) SAATNYA RAKYAT MEMIMPIN KEDAULATAN RAKYAT SESUAI AMANAT UUD'45. SLM PERUBAHAN, SEMANGAT ????????????????","@mapedos01 @suyadi_ms SGT agreed that Paslon No. 2 was disqualified from the 2024 Presidential Election Election members. Departing from the beginning of the sdh doing actions that were very far from the truth and justice (cheating).Slm Change, Spirit ?????????????????"
Thu Mar 07 13:41:59 +0000 2024,"@BANGSAygSUJUD @prabowo Pemilu 2019 kalian protes dan ndak mau terima karena dicurangiâ€¦ pas pemilu 2024, kalian minta kita terima kalian curang seenaknyaâ€¦. Enakmu !!!! ??????????????????",@Bangsaygsuses @prabowo 2019 elections you protest and don't want to accept it because it is cheated.Delicious You !!!!????????????????????
Thu Mar 07 13:22:57 +0000 2024,"Debat Panas soal Pemilu 2024, Margarito ke Aiman: Bolak-balik Bicara Curang, Anda Tersangka Kan? https://t.co/n4w0PYwXXO lewat @tribunnews #pemilu2024 #margarito #aiman","The heat debate about the 2024 election, Margarito to Aiman: back and forth to cheating, you are a suspect right?https://t.co/n4w0pywxxo via @tribunnews #election 2024 #margarito #aiman"
Thu Mar 07 13:20:00 +0000 2024,Mahfud MD Sebut Pemilu 2024 Terburuk dan Curang https://t.co/15FVWFa4gq,Mahfud MD calls the worst and cheating elections https://t.co/15fvwfa4gq
Thu Mar 07 12:46:17 +0000 2024,"@AbunawasReturn Semoga Allah melaknat orang2 yang berlaku curang di pemilu 2024, Semoga Allah mengazabnya di dunia dan diakhierat, Aamiin YRA","@ABUNAWASRETURANT May Allah Conduct people who act cheating in the 2024 elections, may Allah in the world in the world and diakhirat, Aamiin Yra"
Thu Mar 07 12:41:26 +0000 2024,"@SeloAdi353036 SERUKAN KESELURUH NEGERI DAN DUNIA BETAPA RUSAKNYA PEMILU 2024 DI INDONESIA YG SANGAT CURANG. REALITA SUARA RAKYAT BENAR2 TERNODAI OLEH PASLON NO 2 DAN CAWE2 REZIM PENGUASA PRESIDEN JOKOWI. RAKYAT ???? BERSUARA, PEMILU 2024 SGT PENUH KECURANGAN &amp DIANGGAP TDK SAH. SLM PERUBAHAN ??","@Seloadi353036 Calls throughout the country and the world how the damage to the 2024 elections in Indonesia is very cheating.The reality of the people's voices really tarnished by Paslon No. 2 and Cawe2 regime of President Jokowi's ruling.People ????Spoiled, the 2024 Election was full of fraud & AMP was considered invalid.SLM CHANGE ??"
Thu Mar 07 11:07:14 +0000 2024,Ya Allah laknatlah mereka yang curang di pemilu/pilpres 2024. Azablah mereka yang paling pedih ya Allah,"O Allah, those who cheat in the 2024 election/presidential election."
Thu Mar 07 06:57:44 +0000 2024,"@tempodotco mereka ini @PDI_Perjuangan @NasDem @PKSejahtera @DPP_PKB cari makan dari politik. Klw mereka cuex dgn pemilu curang, masyarakat jgn mau peduli. Rugi Ingat jangan gratis saat coblos, min 300.000 persuara saat pilkada nov 2024 Gax dibayar, jgn coblos","@tempodotco This is @pdi_perjuangan @nasdem @pksejahtera @dpp_ppkb looking for food from politics.If they are cuex with cheating elections, people don't want to care.Loss remember not to be free when voting, min 300,000 Persuara when the Nov 2024 Gax Pilkada is paid, don't vote"
Thu Mar 07 06:26:41 +0000 2024,Satu bukti lagi kalau pemilu 2024 curang secara terstruktur sistematis dan masif ... @KPU_ID sudah siap dengan pembelaan apa? https://t.co/OBuJGNO7xB,One more proof that the 2024 election is cheating systematically and massively ... @kpu_id is ready with what defense?https://t.co/obujgno7xb
Thu Mar 07 06:01:27 +0000 2024,"@KakekHalal Saya Setuju Hak Angket Karena Pemilu Pileg 2024 penuh Kecurangan ... Itulah kenapa PDIP, PKB, PKS, NASDEM masih bertengger di angka belasan persen.. Curang sih....","@Kakekhalal I agree with the questionnaire rights because the 2024 Pileg Election is full of fraud ... that's why PDIP, PKB, PKS, NasDem are still perched at a dozen percent ... cheating anyway ...."
Thu Mar 07 05:48:27 +0000 2024,"TOLAK KECURANGAN PEMILU 2024, DIN SYAMSUDDIN BENTUK GPKR.... DIN SYAMSUDDIN CS AKAN GELAR AKSI DEMO BESAR TOLAK PEMILU CURANG DI DEPAN GEDUNG DPR SEBELUM 20 MARET....?? #SilentTakeOverOfIndonesia #SilentTakeOverOfIndonesia ???? https://t.co/fQiiEcUwsf","Rejecting the 2024 election fraud, Din Syamsuddin for the form of GPKR .... Din Syamsuddin cs will hold a large demonstration to reject the cheating election in front of the Parliament Building before March 20 .... ??#Silenttakeoverofindonesia #silenttakeoverofindonesia ????https://t.co/fqiiecuwsf"
Thu Mar 07 04:42:00 +0000 2024,"Tanya,apakah 13 juta pemuda pancasila sdh di turunkan? melawan pemilu 2024 curang, jika sdh turun,di turunkan dmn? turunkan sj di KPU pusat,segel kantornya krn sdh banyak bukti kecurangan,jangan kedahuluan KPU mengumumkan pemenangnya 02. Gugat? 02 Menang https://t.co/DLeekN42de","Ask, are 13 million Pancasila youths have been sent down?Against the 2024 election cheating, if you have fallen down, it will be lowering DMN?Lower the SJ in the Central KPU, the office seal is because there is a lot of evidence of fraud, do not tell the KPU to announce the winner 02. Sugged?02 wins https://t.co/dleekn42de"
Thu Mar 07 04:28:02 +0000 2024,"kalau gitu kita juga boleh dong sebut bapak ini adalah salah satu Tokoh yg mendukung PEMILU BRUTAL dan TERINDIKASI CURANG? anak bapak ini Robby Ferliansyah Asshiddiqie adalah Pengurus partai GERINDRA, yang mengusung Prabowo sebagai capres di Pilpres 2024. jadi paham ya? ?? https://t.co/GO9H07TjOo","If so we can also call this father is one of the figures who support brutal elections and indicated cheating?This father of this father Robby Ferliansyah Asshiddiqie is the administrator of the Gerindra Party, who carries Prabowo as a presidential candidate in the 2024 presidential election. So you understand???https://t.co/go9h07tjoo"
Thu Mar 07 04:21:39 +0000 2024,"@geloraco PEMILU 2024 Memang Sdh di Rekayasa Untuk Curang Yang Dalam Pelaksanaannya Sangat Brutal, Sbg Indikatornya.... Tdk Sekalipun Pemerintah dan KPU Melantunkan Mars PEMILU"" Yang Banyak Mengandung Makna dan Arti Setiap Bait Lagu Tsb.""","@geloraco Election 2024 is indeed engineered for cheating which in its implementation is very brutal, as an indicator ... not even once the government and KPU chanting the election mars ""which contains many meanings and meanings of every temple of the song."""
Thu Mar 07 02:14:17 +0000 2024,"Masalah pemilu 2019 dn 2024 sama Krn pak lurah ambisi bgt mau berkuasa Kl yg ada pak lurahnya dicoret, gw yakin, aman aja pemilu Whh, ama ipeh deh, biang curang dr dulu","The 2019 and 2024 election issues are the same because the ambition chief is really an ambition, who wants to be in power, if the village chief is crossed out, I'm sure, it's safe, the WHH election"
Thu Mar 07 02:01:13 +0000 2024,"@xquitavee @ReflyHZ Curang ya curang aja,sirekap aja nutup diri..???? Ini fakta paling brutal pemilu 2024.","@xquitavee @reflyhz cheats, just cheat, just closed self .. ????This is the most brutal fact of the 2024 election."
Thu Mar 07 01:25:48 +0000 2024,"@psi_id Ya Alloh, laknatlah siapapun orang2 yang berbuat curang di pemilu 2024 beserta buzzer2 bayarannya. Aaminn.","@psi_id O Allah, you are laknat who are the people who cheat in the 2024 elections along with the fees.Aaminn."
Thu Mar 07 01:06:36 +0000 2024,"Tanya,apakah 1300 team hukum 01 sdh di turunkan? melawan curang pemilu 2024? jika sdh turun,di turunkan dmn? turunkan sj di KPU pusat,segel kantornya krn sdh banyak bukti kecurangan. Jangan kedahuluan KPU mengumumkan pemenangnya 02. Jika 01 gugat ke MK? jelaslah 02 yg menang. https://t.co/J1jGwDKOjP","Ask, are the 1300 Legal Team 01 have been sent down?against the cheating of the 2024 elections?If you have come down, DMN is lowering?Lower SJ in the Central KPU, the office seal because there is a lot of evidence of fraud.Don't let the KPU announce the winner 02. If 01 is sued to the Court?clear 02 who wins.https://t.co/j1jgwdkojp"
Thu Mar 07 00:48:20 +0000 2024,"AKSI GERAKAN PENEGAKAN KEDAULATAN RAKYAT DAN GERAKAN RAKYAT SEMESTA SUMATERA UTARA TOLAK PEMILU CURANG DI GEDUNG DPRD SUMUT,JUM'AT 08 MARET 2024. TITIK KUMPUL MASJID RAYA/AL MASHUN MEDAN JAM 13.00 Colek @rimacahaya661 @RimungAulia05 @PaGantang2 @NurAinun754662 https://t.co/cFCCdEmt4h","Action of the People's Sovereignty Enforcement Movement and the People's Movement of the North Sumatra Universe Rejects the Cheat Election in the North Sumatra DPRD Building, Friday March 8, 2024. Gathering Point of the Great Mosque/Al Mashun Medan at 13.00 Pemkole @rimacahaya661 @rimungaulia05 @pagantang2 @nuranun754662 https: // t.CO/CFCCDEMT4H"
